Bait	Prey	PreyGene.x	Spec	SpecSum	AvgSpec	NumReplicates.x	ctrlCounts	AvgP.x	MaxP.x	TopoAvgP.x	TopoMaxP.x	SaintScore.x	logOddsScore	FoldChange.x	BFDR.x	boosted_by.x
DNMT3A	Q96DT7	ZBT10_HUMAN	3|8|9|16	36	9.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	90.0	0.0	
DNMT3A	Q96HS1	PGAM5_HUMAN	6|6|5|7	24	6.0	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.41	48.0	0.0	
DNMT3A	Q96IZ0	PAWR_HUMAN	8|6|4|7	25	6.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	62.5	0.0	
DNMT3A	Q96QD9	UIF_HUMAN	10|14|15|11	50	12.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.8	125.0	0.0	
DNMT3A	Q99459	CDC5L_HUMAN	3|8|4|9	24	6.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	60.0	0.0	
DNMT3A	Q99832	TCPH_HUMAN	2|2|2|2	8	2.0	4	3|2|0|1|1|0|0|0	0.92	0.92	0.92	0.92	0.92	2.4	2.29	0.0	
DNMT3A	Q9BY77	PDIP3_HUMAN	34|30|28|33	125	31.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	46.51	312.5	0.0	
DNMT3A	Q9GZZ9	UBA5_HUMAN	4|3|5|8	20	5.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	50.0	0.0	
DNMT3A	Q9H307	PININ_HUMAN	17|25|22|30	94	23.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	30.36	235.0	0.0	
DNMT3A	Q9HB09	B2L12_HUMAN	5|4|2|2	13	3.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	32.5	0.0	
DNMT3A	Q9NP64	ZCC17_HUMAN	6|8|11|5	30	7.5	4	0|0|1|1|3|1|2|3	1.0	1.0	1.0	1.0	1.0	4.87	5.45	0.0	
DNMT3A	Q9NR30	DDX21_HUMAN	2|9|2|9	22	5.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	55.0	0.0	
DNMT3A	Q9NS86	LANC2_HUMAN	36|53|51|49	189	47.25	4	0|2|1|5|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.53	47.25	0.0	
DNMT3A	Q9NWH9	SLTM_HUMAN	2|5|7|8	22	5.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	55.0	0.0	
DNMT3A	Q9NYF8	BCLF1_HUMAN	24|31|31|38	124	31.0	4	0|0|1|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	40.15	248.0	0.0	
DNMT3A	Q9NZ01	TECR_HUMAN	8|9|10|10	37	9.25	4	3|3|5|3|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.21	5.29	0.0	
DNMT3A	Q9UBC3	DNM3B_HUMAN	19|20|10|13	62	15.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.8	155.0	0.0	
DNMT3A	Q9UHX1	PUF60_HUMAN	14|7|7|10	38	9.5	4	4|0|0|0|2|1|0|1	1.0	1.0	1.0	1.0	1.0	6.12	9.5	0.0	
DNMT3A	Q9UJV9	DDX41_HUMAN	11|12|7|9	39	9.75	4	0|2|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	9.0	39.0	0.0	
DNMT3A	Q9UKM9	RALY_HUMAN	8|8|3|6	25	6.25	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.02	50.0	0.0	
DNMT3A	Q9UMS4	PRP19_HUMAN	9|15|7|12	43	10.75	4	0|0|1|0|0|0|0|1	1.0	1.0	1.0	1.0	1.0	12.73	43.0	0.0	
DNMT3A	Q9UQ35	SRRM2_HUMAN	17|14|17|14	62	15.5	4	0|2|2|2|0|1|0|2	1.0	1.0	1.0	1.0	1.0	16.7	13.78	0.0	
DNMT3A	Q9Y2W1	TR150_HUMAN	11|20|12|22	65	16.25	4	2|1|0|3|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.06	21.67	0.0	
DNMT3A	Q9Y3C1	NOP16_HUMAN	9|7|8|9	33	8.25	4	1|2|2|3|0|0|0|1	1.0	1.0	1.0	1.0	1.0	8.2	7.33	0.0	
DNMT3A	Q9Y3Y2	CHTOP_HUMAN	7|9|9|9	34	8.5	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.63	68.0	0.0	
DNMT3A	Q9Y5S9	RBM8A_HUMAN	6|5|3|5	19	4.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	47.5	0.0	
DNMT3A	Q9Y6K1	DNM3A_HUMAN	111|118|90|103	422	105.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	135.19	1055.0	0.0	
DNMT3A	P05387	RLA2_HUMAN	9|6|0|6	21	5.25	4	0|0|0|0|0|0|0|1	0.75	1.0	0.75	1.0	0.75	1.97	42.0	0.01	
DNMT3A	P06733	ENOA_HUMAN	7|7|2|8	24	6.0	4	1|3|3|1|2|1|1|1	0.85	1.0	0.85	1.0	0.85	-0.31	3.69	0.01	
DNMT3A	P20700	LMNB1_HUMAN	7|5|0|6	18	4.5	4	1|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	1.97	36.0	0.01	
DNMT3A	P26641	EF1G_HUMAN	9|10|7|11	37	9.25	4	3|8|5|4|1|2|5|2	0.78	0.98	0.78	0.98	0.78	-0.71	2.47	0.01	
DNMT3A	P46778	RL21_HUMAN	8|9|7|6	30	7.5	4	4|5|6|6|0|0|0|4	0.79	0.96	0.79	0.96	0.79	0.16	2.4	0.01	
DNMT3A	P46779	RL28_HUMAN	7|8|12|12	39	9.75	4	5|6|8|8|0|0|0|0	0.86	0.99	0.86	0.99	0.86	0.65	2.89	0.01	
DNMT3A	P55072	TERA_HUMAN	5|8|0|3	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	40.0	0.01	
DNMT3A	P58107	EPIPL_HUMAN	0|6|8|8	22	5.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	55.0	0.01	
DNMT3A	P61247	RS3A_HUMAN	18|31|20|27	96	24.0	4	9|13|18|9|1|1|1|7	0.77	1.0	0.77	1.0	0.77	-0.51	3.25	0.01	
DNMT3A	P61353	RL27_HUMAN	5|9|5|11	30	7.5	4	3|6|6|5|0|0|0|0	0.87	0.99	0.87	0.99	0.87	1.09	3.0	0.01	
DNMT3A	P62280	RS11_HUMAN	26|26|24|22	98	24.5	4	18|13|14|14|0|1|3|4	0.78	0.92	0.78	0.92	0.78	-0.01	2.93	0.01	
DNMT3A	P62805	H4_HUMAN	33|31|34|27	125	31.25	4	13|16|16|16|4|6|7|9	0.79	0.99	0.79	0.99	0.79	-1.02	2.87	0.01	
DNMT3A	P83881	RL36A_HUMAN	3|2|3|2	10	2.5	4	2|2|1|1|1|0|0|2	0.88	0.94	0.88	0.94	0.88	1.45	2.22	0.01	
DNMT3A	Q01081	U2AF1_HUMAN	9|6|7|7	29	7.25	4	4|5|5|2|0|2|3|3	0.83	0.99	0.83	0.99	0.83	0.49	2.42	0.01	
DNMT3A	Q07955	SRSF1_HUMAN	6|5|0|5	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	40.0	0.01	
DNMT3A	Q13263	TIF1B_HUMAN	7|5|1|10	23	5.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	57.5	0.01	
DNMT3A	Q14498	RBM39_HUMAN	27|32|23|28	110	27.5	4	16|11|12|10|6|9|7|9	0.84	1.0	0.84	1.0	0.84	-0.47	2.75	0.01	
DNMT3A	Q96PK6	RBM14_HUMAN	0|6|4|6	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	40.0	0.01	
DNMT3A	Q96T37	RBM15_HUMAN	0|3|6|7	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	40.0	0.01	
DNMT3A	Q9NYL9	TMOD3_HUMAN	10|7|4|9	30	7.5	4	4|2|7|6|0|0|0|0	0.89	0.99	0.89	0.99	0.89	0.41	3.16	0.01	
DNMT3A	Q9ULL5	PRR12_HUMAN	1|6|5|4	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	40.0	0.01	
DNMT3A	Q9Y324	FCF1_HUMAN	2|5|2|5	14	3.5	4	2|2|1|2|0|0|1|3	0.81	0.99	0.81	0.99	0.81	0.57	2.55	0.01	
DNMT3A	P07814	SYEP_HUMAN	12|9|0|7	28	7.0	4	2|3|1|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	-0.39	9.33	0.02	
DNMT3A	Q15554	TERF2_HUMAN	6|3|0|3	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	30.0	0.02	
DNMT3A	Q8NC51	PAIRB_HUMAN	1|4|2|8	15	3.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	37.5	0.02	
DNMT3A	Q9GZT3	SLIRP_HUMAN	2|4|1|4	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	27.5	0.02	
DNMT3A	Q9HCY8	S10AE_HUMAN	2|4|0|5	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	27.5	0.02	
DNMT3A	Q9Y224	RTRAF_HUMAN	1|5|2|5	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.02	
DNMT3A	Q9Y3X0	CCDC9_HUMAN	1|4|3|5	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.02	
DNMT3A	P04843	RPN1_HUMAN	1|5|2|6	14	3.5	4	0|1|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	28.0	0.03	
DNMT3A	P16070	CD44_HUMAN	3|1|2|3	9	2.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	22.5	0.03	
DNMT3A	P36542	ATPG_HUMAN	3|9|1|9	22	5.5	4	1|0|0|1|0|0|0|0	0.75	1.0	0.75	1.0	0.75	3.13	22.0	0.03	
DNMT3A	P40939	ECHA_HUMAN	2|3|1|4	10	2.5	4	1|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	20.0	0.03	
DNMT3A	P55884	EIF3B_HUMAN	0|2|2|4	8	2.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	20.0	0.03	
DNMT3A	P56278	MTCP1_HUMAN	5|2|0|3	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	25.0	0.03	
DNMT3A	Q06787	FMR1_HUMAN	1|2|2|8	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.03	
DNMT3A	Q13242	SRSF9_HUMAN	0|3|2|4	9	2.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	22.5	0.03	
DNMT3A	Q13427	PPIG_HUMAN	0|5|2|3	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	25.0	0.03	
DNMT3A	Q14244	MAP7_HUMAN	1|2|2|5	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	25.0	0.03	
DNMT3A	Q14980	NUMA1_HUMAN	2|3|1|5	11	2.75	4	1|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	22.0	0.03	
DNMT3A	Q15293	RCN1_HUMAN	3|5|1|2	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	27.5	0.03	
DNMT3A	Q15365	PCBP1_HUMAN	5|4|0|2	11	2.75	4	0|0|0|1|0|0|0|0	0.75	1.0	0.75	1.0	0.75	1.97	22.0	0.03	
DNMT3A	Q15424	SAFB1_HUMAN	0|2|3|3	8	2.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	20.0	0.03	
DNMT3A	Q5T2T1	MPP7_HUMAN	6|3|0|2	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	27.5	0.03	
DNMT3A	Q6P1M3	L2GL2_HUMAN	1|3|2|6	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.03	
DNMT3A	Q86XK2	FBX11_HUMAN	2|3|0|3	8	2.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	20.0	0.03	
DNMT3A	Q9BUJ2	HNRL1_HUMAN	1|3|2|4	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	25.0	0.03	
DNMT3A	Q9UBM7	DHCR7_HUMAN	2|4|1|2	9	2.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	22.5	0.03	
DNMT3A	Q9Y3I0	RTCB_HUMAN	0|4|2|6	12	3.0	4	0|0|0|1|0|0|0|0	0.75	1.0	0.75	1.0	0.75	1.97	24.0	0.03	
DNMT3A	O00483	NDUA4_HUMAN	2|2|2|1	7	1.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	17.5	0.04	
DNMT3A	P06753	TPM3_HUMAN	15|17|2|12	46	11.5	4	10|4|6|3|0|0|0|0	0.75	1.0	0.75	1.0	0.75	-4.33	4.0	0.04	
DNMT3A	P30050	RL12_HUMAN	1|5|3|7	16	4.0	4	0|0|2|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	3.52	16.0	0.04	
DNMT3A	P31947	1433S_HUMAN	2|2|1|3	8	2.0	4	0|0|1|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	16.0	0.04	
DNMT3A	P40227	TCPZ_HUMAN	3|2|1|4	10	2.5	4	0|1|0|0|1|0|0|0	0.75	1.0	0.75	1.0	0.75	3.13	10.0	0.04	
DNMT3A	P53007	TXTP_HUMAN	3|4|1|5	13	3.25	4	1|1|0|1|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.68	8.67	0.04	
DNMT3A	P60903	S10AA_HUMAN	2|2|1|2	7	1.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	17.5	0.04	
DNMT3A	P62937	PPIA_HUMAN	10|8|1|7	26	6.5	4	3|2|3|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	0.67	6.5	0.04	
DNMT3A	P67936	TPM4_HUMAN	10|5|1|4	20	5.0	4	1|0|4|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.38	8.0	0.04	
DNMT3A	Q14444	CAPR1_HUMAN	3|5|1|3	12	3.0	4	0|1|0|1|0|0|0|0	0.75	1.0	0.75	1.0	0.75	3.13	12.0	0.04	
DNMT3A	Q9UN86	G3BP2_HUMAN	0|3|2|2	7	1.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	17.5	0.04	
DNMT3A	Q9Y3B4	SF3B6_HUMAN	2|2|0|2	6	1.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	15.0	0.04	
DNMT3A	Q9Y6C9	MTCH2_HUMAN	0|3|2|2	7	1.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	17.5	0.04	
DNMT3A	O43175	SERA_HUMAN	11|13|1|7	32	8.0	4	4|5|6|2|0|1|2|0	0.74	1.0	0.74	1.0	0.74	-4.87	3.2	0.05	
DNMT3A	P05386	RLA1_HUMAN	1|2|2|2	7	1.75	4	0|3|0|2|0|0|0|0	0.73	0.97	0.73	0.97	0.73	2.17	2.8	0.05	
DNMT3A	P14625	ENPL_HUMAN	1|6|2|2	11	2.75	4	1|2|0|2|0|0|0|0	0.73	1.0	0.73	1.0	0.73	1.84	4.4	0.05	
DNMT3A	P17987	TCPA_HUMAN	4|5|0|3	12	3.0	4	0|2|2|1|0|0|0|1	0.74	1.0	0.74	1.0	0.74	-0.22	4.0	0.05	
DNMT3A	P18085	ARF4_HUMAN	2|2|0|2	6	1.5	4	2|1|1|0|0|0|0|0	0.73	0.97	0.73	0.97	0.73	0.64	3.0	0.05	
DNMT3A	P21333	FLNA_HUMAN	43|28|6|25	102	25.5	4	5|7|33|11|0|0|0|0	0.74	1.0	0.74	1.0	0.74	-12.11	3.64	0.05	
DNMT3A	P29692	EF1D_HUMAN	5|2|0|3	10	2.5	4	1|0|5|1|0|0|0|0	0.73	0.99	0.73	0.99	0.73	-1.04	2.86	0.05	
DNMT3A	P49327	FAS_HUMAN	26|21|11|22	80	20.0	4	13|10|15|17|0|0|0|0	0.72	0.99	0.72	0.99	0.72	-5.39	2.91	0.05	
DNMT3A	P62750	RL23A_HUMAN	7|10|10|13	40	10.0	4	4|5|8|5|2|3|2|4	0.72	1.0	0.72	1.0	0.72	-1.98	2.42	0.05	
DNMT3A	P63104	1433Z_HUMAN	4|1|2|2	9	2.25	4	0|2|2|0|0|0|0|0	0.74	1.0	0.74	1.0	0.74	2.46	4.5	0.05	
DNMT3A	P63167	DYL1_HUMAN	2|4|0|2	8	2.0	4	0|2|1|0|0|0|0|0	0.74	1.0	0.74	1.0	0.74	1.04	5.33	0.05	
DNMT3A	P63261	ACTG_HUMAN	1|4|4|2	11	2.75	4	0|0|4|1|1|0|0|0	0.73	0.99	0.73	0.99	0.73	1.77	3.67	0.05	
DNMT3A	P84103	SRSF3_HUMAN	8|5|4|11	28	7.0	4	4|6|8|2|0|0|1|1	0.7	0.99	0.7	0.99	0.7	-0.91	2.55	0.05	
DNMT3A	Q00325	MPCP_HUMAN	2|3|2|1	8	2.0	4	0|2|2|2|0|0|0|0	0.72	0.98	0.72	0.98	0.72	1.42	2.67	0.05	
DNMT3A	Q01518	CAP1_HUMAN	1|5|2|2	10	2.5	4	2|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	3.52	10.0	0.05	
DNMT3A	Q08211	DHX9_HUMAN	4|20|8|18	50	12.5	4	8|5|6|7|0|0|0|0	0.73	1.0	0.73	1.0	0.73	-2.52	3.85	0.05	
DNMT3A	Q14103	HNRPD_HUMAN	4|2|1|3	10	2.5	4	0|0|1|0|0|0|2|0	0.74	1.0	0.74	1.0	0.74	2.82	6.67	0.05	
DNMT3A	Q14764	MVP_HUMAN	7|4|7|0	18	4.5	4	6|2|0|2|0|0|0|0	0.74	0.99	0.74	0.99	0.74	-1.65	3.6	0.05	
DNMT3A	Q6PK04	CC137_HUMAN	2|2|1|3	8	2.0	4	2|1|0|1|0|0|0|0	0.73	0.99	0.73	0.99	0.73	2.18	4.0	0.05	
DNMT3A	Q86XI8	ZSWM9_HUMAN	3|1|4|2	10	2.5	4	3|0|2|2|0|0|0|0	0.72	0.99	0.72	0.99	0.72	1.08	2.86	0.05	
DNMT3A	Q8TA86	RP9_HUMAN	10|9|6|5	30	7.5	4	10|2|6|6|0|0|0|1	0.71	0.97	0.71	0.97	0.71	-0.71	2.4	0.05	
DNMT3A	Q969Q0	RL36L_HUMAN	4|3|3|2	12	3.0	4	3|1|1|3|1|1|3|0	0.71	0.92	0.71	0.92	0.71	-0.31	1.85	0.05	
DNMT3A	Q9NWT8	AKIP_HUMAN	1|4|2|4	11	2.75	4	1|1|2|2|0|0|0|0	0.73	1.0	0.73	1.0	0.73	1.23	3.67	0.05	
DNMT3A	Q9Y3U8	RL36_HUMAN	5|8|10|10	33	8.25	4	7|8|6|6|0|0|0|0	0.73	0.96	0.73	0.96	0.73	-1.6	2.44	0.05	
DNMT3A	O00159	MYO1C_HUMAN	21|21|6|28	76	19.0	4	8|3|36|14|0|0|0|0	0.62	0.98	0.62	0.98	0.62	-14.42	2.49	0.06	
DNMT3A	O43795	MYO1B_HUMAN	12|13|0|18	43	10.75	4	6|2|24|7|0|0|0|0	0.66	0.99	0.66	0.99	0.66	-16.7	2.21	0.06	
DNMT3A	P05109	S10A8_HUMAN	3|4|1|2	10	2.5	4	2|0|2|1|0|0|4|1	0.66	0.97	0.66	0.97	0.66	-0.38	2.0	0.06	
DNMT3A	P07237	PDIA1_HUMAN	1|2|2|2	7	1.75	4	4|1|2|1|0|0|0|0	0.67	0.9	0.67	0.9	0.67	0.67	1.75	0.06	
DNMT3A	P07900	HS90A_HUMAN	10|8|5|7	30	7.5	4	3|4|7|2|3|3|4|3	0.55	0.97	0.55	0.97	0.55	-3.03	2.07	0.06	
DNMT3A	P08493	MGP_HUMAN	5|4|5|3	17	4.25	4	4|4|3|4|3|1|0|0	0.56	0.78	0.56	0.78	0.56	-1.47	1.79	0.06	
DNMT3A	P10809	CH60_HUMAN	20|26|21|31	98	24.5	4	14|20|9|12|2|2|3|4	0.65	0.99	0.65	0.99	0.65	-1.12	2.97	0.06	
DNMT3A	P12814	ACTN1_HUMAN	3|8|2|12	25	6.25	4	0|3|14|3|0|0|0|0	0.57	0.99	0.57	0.99	0.57	-2.57	2.5	0.06	
DNMT3A	P31949	S10AB_HUMAN	2|4|2|1	9	2.25	4	5|4|1|2|0|0|0|0	0.56	0.95	0.56	0.95	0.56	-1.13	1.5	0.06	
DNMT3A	P49207	RL34_HUMAN	2|5|4|1	12	3.0	4	3|2|1|3|0|0|0|2	0.65	0.99	0.65	0.99	0.65	-0.92	2.18	0.06	
DNMT3A	P62263	RS14_HUMAN	15|21|15|21	72	18.0	4	9|9|14|13|5|2|2|3	0.51	0.93	0.51	0.93	0.51	-2.32	2.53	0.06	
DNMT3A	P63173	RL38_HUMAN	11|7|4|6	28	7.0	4	5|3|2|3|3|2|2|3	0.69	1.0	0.69	1.0	0.69	-1.83	2.43	0.06	
DNMT3A	Q5T749	KPRP_HUMAN	2|4|0|4	10	2.5	4	2|0|0|0|0|0|5|6	0.61	0.94	0.61	0.94	0.61	-3.38	1.54	0.06	
DNMT3A	Q92614	MY18A_HUMAN	11|13|1|16	41	10.25	4	3|2|27|8|0|0|0|0	0.6	0.97	0.6	0.97	0.6	-13.9	2.05	0.06	
DNMT3A	Q9BRT6	LLPH_HUMAN	6|12|8|9	35	8.75	4	0|5|5|5|3|3|3|8	0.55	0.99	0.55	0.99	0.55	-2.89	2.19	0.06	
DNMT3A	Q9BUP0	EFHD1_HUMAN	2|3|0|5	10	2.5	4	2|0|9|3|0|0|0|0	0.57	0.97	0.57	0.97	0.57	-3.83	1.43	0.06	
DNMT3A	Q9NX63	MIC19_HUMAN	2|2|2|1	7	1.75	4	2|0|2|2|0|1|2|1	0.55	0.73	0.55	0.73	0.55	-0.47	1.4	0.06	
DNMT3A	Q9UGY1	NOL12_HUMAN	0|2|3|2	7	1.75	4	0|0|0|0|0|0|6|4	0.66	0.95	0.66	0.95	0.66	-1.55	1.4	0.06	
DNMT3A	O00567	NOP56_HUMAN	0|3|1|3	7	1.75	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	17.5	0.07	
DNMT3A	O75152	ZC11A_HUMAN	0|1|4|3	8	2.0	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	20.0	0.07	
DNMT3A	O76031	CLPX_HUMAN	0|3|1|10	14	3.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	35.0	0.07	
DNMT3A	P16403	H12_HUMAN	0|5|6|1	12	3.0	4	0|0|2|1|0|0|0|1	0.5	1.0	0.5	1.0	0.5	0.64	6.0	0.07	
DNMT3A	P55081	MFAP1_HUMAN	4|4|0|0	8	2.0	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	20.0	0.07	
DNMT3A	Q13573	SNW1_HUMAN	0|1|3|3	7	1.75	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	17.5	0.07	
DNMT3A	Q15005	SPCS2_HUMAN	0|4|1|4	9	2.25	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	22.5	0.07	
DNMT3A	Q16881	TRXR1_HUMAN	3|1|3|0	7	1.75	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	17.5	0.07	
DNMT3A	Q53GQ0	DHB12_HUMAN	1|3|0|4	8	2.0	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	20.0	0.07	
DNMT3A	Q9H0A0	NAT10_HUMAN	0|5|0|3	8	2.0	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	20.0	0.07	
DNMT3A	Q9NX95	SYBU_HUMAN	1|3|1|3	8	2.0	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	4.57	20.0	0.07	
DNMT3A	O60264	SMCA5_HUMAN	2|3|0|1	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	O95793	STAU1_HUMAN	1|2|0|3	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	P06703	S10A6_HUMAN	1|3|2|0	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	P12004	PCNA_HUMAN	3|0|1|2	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	P12956	XRCC6_HUMAN	3|0|0|2	5	1.25	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	12.5	0.08	
DNMT3A	P21796	VDAC1_HUMAN	0|3|1|3	7	1.75	4	0|0|1|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	1.97	14.0	0.08	
DNMT3A	P28289	TMOD1_HUMAN	1|3|0|3	7	1.75	4	0|0|1|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	1.97	14.0	0.08	
DNMT3A	P48735	IDHP_HUMAN	0|2|0|4	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	P49368	TCPG_HUMAN	2|3|0|1	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	Q13813	SPTN1_HUMAN	1|2|0|3	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	Q14839	CHD4_HUMAN	0|4|2|0	6	1.5	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	15.0	0.08	
DNMT3A	Q8IWX8	CHERP_HUMAN	0|5|0|2	7	1.75	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	17.5	0.08	
DNMT3A	Q9BQE3	TBA1C_HUMAN	0|2|0|3	5	1.25	4	0|0|0|0|0|0|0|0	0.5	1.0	0.5	1.0	0.5	2.06	12.5	0.08	
